Depth;Sample;Calendar years BP;Pollen sum;Abies;Acer;Achillea/Anthemis-type;Agrostemma githago;Allium-type;Alnus;Amaranthaceae;Anagallis arvensis;Anagallis tenella;Anemone nemorosa-type;Angiospermae undiff. (herbs);Apiaceae undiff.;Armeria;Artemisia;Asphodelus-type;Asteraceae undiff.;Betula;Bistorta officinalis-type;Boraginaceae undiff.;Brassicaceae;Bryophyta undiff.;Bupleurum-type;Buxus;Calligonum-type;Campanulaceae;Carpinus betulus;Caryophyllaceae undiff.;Castanea;Cedrus;Celtis;Centaurea cf. C. cyanus/montana-type;Centaurea scabiosa;Centaurea solstitialis-type;Cichorioideae;Cirsium;Clusiaceae/Hypericaceae cf. Hypericum;Consolida ambigua-type;Cornaceae;Corylus;Cupressaceae-type;Cyperaceae undiff.;Digitalis-type;Dipsacoideae;Echium-type;Ephedra distachya;Ephedra fragilis-type;Epilobium;Ericaceae;Euonymus europaeus;Fabaceae undiff.;Fagus;Filipendula;Fraxinus excelsior-type;Fraxinus ornus;Fraxinus undiff.;Fritillaria-type;Fumana;Galium-type;Geranium;Hedera;Helianthemum;Helleborus foetidus;Helleborus viridis;Hippophaë;Humulus/Cannabis;Ilex;Indeterminable (broken);Indeterminable (concealed);Indeterminable (crumpled);Indeterminable (degraded);Juglans;Larix;Liliaceae;Linum;Lithospermum;Lonicera;Lotus;Malvaceae undiff.;Marrubium-type;Mentha-type;Menyanthes;Olea;Ononis;Ostrya;Oxyria-type;Papaveraceae;Pedicularis;Persicaria amphibia;Persicaria maculosa-type;Persicaria undiff.;Phillyrea;Picea;Pinus subg. Strobus;Pinus undiff.;Pistacia;Plantago;Poaceae (Cerealia-type);Poaceae undiff.;Populus;Potentilla-type;Poterium sanguisorba;Primulaceae undiff.;Prunus spinosa;Pterocarya;Quercus ilex;Quercus undiff.;Ranunculus;Resedaceae;Rhamnaceae;Rosaceae cf. Geum;Rosaceae undiff.;Rumex;Salix;Sambucus;Sanguisorba officinalis;Saxifragaceae;Scilla-type;Scrophulariaceae;Scutellaria-type;Serratula-type;Solidago-type;Sorbus;Spermatophyta undiff. (trees/shrubs);Tamarix;Taxus;Thalictrum;Thymelaeaceae cf. Daphne;Tilia;Trifolium-type;Ulmus;Urtica-type;Valeriana;Veronica-type;Viburnum;Vicia;Viscum;Vitis;cf. Alchemilla;cf. Androsace;cf. Centaurium;cf. Chrysosplenium;cf. Circaea;cf. Daphne;cf. Epilobium;cf. Euphorbia;cf. Frangula/Bruckenthalia;cf. Helianthemum;cf. Larix;cf. Mentha;cf. Mercurialis;cf. Myrica;cf. Onobrychis-type;cf. Platanus;cf. Rutaceae;cf. Sambucus;cf. Sedum
8062;434978;111650;507;148;;;;;79;2;;;;;;;2;;;19;;;1;;;2;;;11;;;;;;;;;;;;;;1;3;;;;;;;1;;;12;1;;;2;;;;;1;;;;;2;;1;;4;;;;;;;;;;;;;;;11;;;;;;;;;;9;;;;31;;;;;;;6;138;;;;;;1;1;;;;;;;;;;;;1;;;;;13;3;;;;;;;;;;;;;;;;;;;1;;;;;;
8065;434979;111857;406;80;;1;;;82;1;;;;;2;;8;;;11;;;2;;;;;;5;;;;;;;;;;;;;3;;;;;;1;;;;;;14;;;;1;;;1;;2;;;;;;;2;;;;;;;;;;;;;;;;;4;;;;;;;;1;;12;;;;12;;;;;;;3;148;;;;;;;;;;;;;;;;;;;;;;1;;8;;;;;1;;;;;;;;;;;;;;;;;;;;;
8068.5;434980;112152;482;75;2;3;;;72;1;;;;;2;;4;;;56;;;;;;1;;;14;1;;;;;;;;;;;;;2;;;;;2;;;;;;28;;;;;;;3;;;;;;;;;1;;1;7;;;;;;;;;;;;;;6;;;;;;;;;;10;;;;28;;;;;;;7;132;;;;;;1;1;;;;;1;;;;;;;;;;3;;17;;;;;;1;;;;;;;;;;;;;;;;;;;;
8071.5;434981;112324;503;85;1;;;;133;3;;;;;4;;8;;;33;;;;;;1;;;13;1;;;;;;;;;;;;1;;;;;;1;1;;1;;;19;;;;;;;1;;;1;;;;;;;;;2;;;;;1;;;;;;;;;3;;;;;;;;3;;13;;;;11;;;;;;;3;127;;;;;1;;;1;;;;;;;;;;;;;;4;;25;;;;;;;;;;;;;;;;;;;;2;;;;;;
8081.2;434982;112613;579;104;1;;;;71;2;;;;;2;;12;;;37;;;;;;;;;20;1;2;;;;;;1;;;;;2;;2;;;;;1;;1;;;15;;;;1;;;2;;1;;;;;;;2;4;3;6;1;;;;;;1;;;;;;;15;;;;;;;;;;18;;;;28;;;;;;;4;192;;;;;;1;1;;;;;;;;1;;;;;;;3;;17;2;;1;;1;;;;;;;;;;;;;;;;;;;;;
8087.4;434983;112613.1;512;140;1;;;;60;1;;;;;1;;11;;;19;;;3;;;2;;;11;1;;;;;;1;1;1;;;;2;4;3;;;;;;;1;;;28;;;;3;;;1;;1;;;;;1;;4;;3;4;;;;;;;;;;;;;;12;;;;;;;;2;;38;;;;21;;;;;;;3;102;;;;;;;;;;;;1;;;1;;;;;;;1;;23;;;;;;;;;;;;;;;;;;;;;;;;;;
8091.8;434984;112697;318;77;;;;;38;3;;;;;1;;6;;;25;;;1;;;;;;6;;;;;;;;;;;;;;;;;;;;1;;;;;14;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;11;;;;;;;1;1;;18;;;;8;;;;;;;6;86;;;;;;;;;;;;;;;;;;;;2;;2;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
8096.5;434985;112967;567;95;1;1;;;95;;;;;;5;;11;;;78;;;3;;;2;;;13;;;;;;;;1;;;;;1;;3;;;;1;;;1;;;16;;;;;;;;;;;;;;;;5;2;8;4;;;;;;;;;;;;;;12;;;;;;;;1;;21;;2;;20;;;;;;;11;123;;;;;1;;1;;;1;;;;;1;;;;;;;1;;25;;;;;;;;;1;;;;;;;;;;;;;;;;;
8100.5;434986;113086;741;73;;2;;;126;1;;;;;4;;18;;;69;;;;;;1;;;22;2;;;;;;;1;;;;;1;1;1;;;;3;;;;;;10;1;;;5;;;1;;3;;;;;;2;4;1;4;3;;;;;;;;;;;;1;;28;;;;;;;;;;19;;;;37;;;;;;;1;274;;;;;;2;1;;;;;;;;3;;;;;;;2;;14;;;;;;;;;;;;;;;;;;;;;;;;;;
8105.5;434987;113411;536;55;3;;;;62;1;;;;;1;;10;;;67;;;5;;;1;;;21;;1;;;;;;1;1;;;;;;1;;;;2;;;;;;19;;;;;;;;;1;;;;;;1;;;4;;;;;;;;;;;;;;;7;;;;;;;;2;;25;;1;;25;;;;;;;6;194;;;1;;1;;;;;;;;;;;;;;;4;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;
8106.5;434988;113431;550;94;;;;;92;2;;;;;;;6;;;75;;;1;;;1;;;9;;;;;;;;;;;;;1;1;2;;;;1;;;;;;12;;;;1;;;1;;;;;;;;;1;;;3;;;;;;;;;;;;;;11;;;;;;;;1;;26;;1;;24;;;;;;;4;164;;;;;;;;;;;1;;;;;;;;;;;3;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
8114.5;434989;113652;498;85;2;;;;90;;;;;;;;3;;;21;;;;;;1;;;21;;;;;;;1;1;;;;;3;;1;;;;;;;1;;;5;;;;;;;;;3;1;;;;;;;;2;;;;;;;;;;;;;;;15;;;;;;;;;;14;;1;;5;;;;;;;9;188;1;;;;;;;;;;;1;;;1;;;;;;;1;;20;;;;;;;;;;;;;;;;;;;1;;;;;;;
8119.5;434990;113704;613;37;1;;;;72;3;;;;;1;;;;;3;;;2;;;2;;;28;3;;;;;;;;;;;;;1;2;;;;;;;2;;;7;;;;1;;;1;;;;;;;;;1;1;;2;;;;;;;;;;;;1;;34;;;;;;;;;;26;1;2;;33;;;;;;;26;289;;;;;;1;2;;;;;;;;;;;;;;;2;;23;1;;;;1;;;;;;;;;;;;;;;1;;;;;;
8147;434991;113937;551;109;1;;;;85;1;;;;;2;;8;;;29;;;1;;;;;;24;1;;;;;;;;;;;;;2;1;;;;1;;;1;;;9;;;;;;;1;2;4;;;;;;;2;3;;2;;;;;;;;;;;;;;14;;;;;;;;3;;22;1;1;;22;;;;;;;5;156;;;;;;;1;;;;;;;;;;;;;;;3;;34;;;;;;;;;;;;;;;;;;;;;;;;;;
8160;434992;114225;435;126;4;;;;75;;;;;;;;10;;;28;;;;;;;;;10;1;;;;;;1;;;;;;1;;3;;;;1;;;2;;;7;;;;1;;;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;14;;;;1;;;1;;;;5;118;;;;;;;;;;;;;;;;;;;;;;3;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
8169;434993;114923;537;89;1;;;;79;;;;;;1;;3;;;22;;;;;;;;;16;;;;;;;;;;;;;1;1;;;;;;;;3;;;7;;;;3;;;1;;4;;;;;1;2;3;3;2;2;;;;;;;;;;;;;;16;;;;;;;;;;11;;1;;19;;;;;;;2;208;;;;;;;1;1;;;;;;;3;;;;;;;5;;25;1;;;;;;;;;;;;;;;;;;;;;;;;;
8182.5;434994;115803;625;50;;;;;126;3;;;;;4;;1;;;;;;2;;;;1;;28;;;;;;;;;;;;;1;;2;;;;1;;;;;;6;;;;1;;;2;;;;;;;1;;4;;2;3;;;;;;;;;;;;1;;30;;;;;;;;;;18;;;;15;;;;;;;60;233;2;;;;;;1;1;;;;;;;1;;;;;;;2;;23;;;;;;;;;;;;;;;;;;;;;;;;;;
8187.3;434995;115803.1;727;61;;;;;131;;;;;;2;;4;;;2;;;3;;;;;;33;4;;;;;;;;;;;;1;;3;;;;;;;3;;;7;;;;;;;2;;3;;;;;;1;3;;3;5;;;;;;;;;;;;1;;40;;;;;;;;1;;17;;;;16;;;;;;;28;323;1;;;;;1;;1;;;;;;;;;;;;;;2;;21;2;;;;1;;1;;;;;;;;;;;;;;;;;;;
8197.5;434996;116150;550;30;;;;;66;1;;;;;1;;2;;;;;;;;;1;;;36;;;;;;;;;;;;;8;2;;;;;3;;;1;;;9;;;;1;;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;37;;;;;;;1;;;22;;;;25;;;;;;;14;256;;;;;;;;;;;;;;;;;;;;;;5;;24;2;;;;;;;;;;;;;;;;;;;;;;;;;
8201.6;434997;116510;554;25;1;;;;80;;;;;;1;;4;;;1;;;1;;;1;;;28;;;;;;;;2;;;;;5;;;;;;;;;1;;;3;;;;;;;;;2;2;;;;;1;1;;3;1;;;;;;;;;;;;3;;34;;;;;;;;;;22;;1;;39;;;;;;;12;250;;;;;;1;;;;;;2;;;;;;;;;;;;23;3;;1;;;;;;;;;;;;;;;;;;;;;;;
8204.7;434998;116724;571;47;1;;;;71;1;;;;;;;4;;;1;;;1;;;;;;31;1;;;;;;;1;;;;;3;;;;;;;;;2;;;5;;;;1;;;;;;1;;;;;;3;2;4;;;;;;;;;;;;;1;;26;;;;;;;;;;15;;2;;43;;;;;;;29;239;;;;;1;;;1;;;;;;;;;;;;;;1;;28;5;;;;;;;;;;;;;;;;;;;;;;;;;
8213.9;434999;117072;480;40;2;;;;54;2;;;;;;;4;;;1;;;1;;;;;;34;;;;;;;;;;;;;3;;2;;;;;;;;;;6;;;;;;;;;3;1;;;;2;1;;;2;1;;;;;;;;;;;;1;;25;;;;;;;;;;9;;2;;12;;;;;;;40;207;;;;;;;;;;;;;;;1;;;;;;;3;;18;3;;;;;;;;;;;;;;;;;;;;;;;;;
8219.9;435000;117530;527;36;1;1;;;34;;;;;;1;;2;;;;;;2;;;3;;;38;1;;;;;;;;;;;;3;;1;;;;;;;3;;;7;;;;1;;;;;1;;;;;10;;1;;2;4;;;;;;;;;;;;;;42;;;;;;;1;;;14;;2;;31;;;;;;;15;232;;;;;;;;1;;;;;;;;;;;;;;1;;36;;;;;;;;;;;;;;;;;;;;;;;;;;
8224.9;435001;117788;608;40;3;1;;;88;1;;;;;1;;3;1;;1;;;;;;3;;;27;1;;;;;;;2;;;;;;;2;;;;;;;1;;;8;;;;1;;;1;;1;;;;;4;;1;;3;3;;;;;;;;;;;;2;;48;;;;;;;;;;28;;;;54;;;;;;;29;217;;;;;1;1;;1;;;;;;;2;;;;;;;;;25;3;;;;;;;;;;;;;;;;;;;;;;;;;
8236;435002;118474;591;16;;;;;54;4;;;;;4;;2;;;1;;;;;;;;;24;1;;;;;;;3;;;;;1;1;1;;;;;;;1;;;9;;;;9;;;;;2;;;;;;;;;2;;;;;;;;;;;;;1;;41;;;;;;;1;1;;24;;10;;57;;;1;;;;27;269;;;;;1;;2;;;;;;;;2;;;;;;;;;15;1;;;;3;;;;;;;;;;;;;;;;;;;;;
8249;435003;119203;572;9;;1;;;59;2;;;;;3;;2;;;1;;;1;;;1;;;33;;;;;;;;1;;;;;3;;2;;;;1;;;4;;;7;;;;2;;;1;;1;;;;;;;2;1;5;2;;;;;;;;;;;;;;25;;;;;;;1;;;26;;1;;31;;;1;;;;32;280;;;;;;;2;;;;;;;;;;;;;;;1;;27;1;;;;;;;;;;;;;;;;;;;;;;;;;
8256;435004;119404;455;12;;;;;54;2;;;;;;;1;;;;;;2;;;1;;;21;;;;;;;;1;;;;;3;;;;;;;;;3;;;8;;;;4;;;;;1;;;;;2;;1;;1;3;;;;;;;;;;;;1;;31;;;;;;;1;;;34;;4;;24;;;;;;;14;212;;;;;;1;1;;;1;;;;;;;;;;;;;;10;;;;;1;;;;;;;;;;;;;;;;;;;;;
8263;435005;119417;514;9;;;;;55;1;;;;;1;;;;;;;;3;;;3;;;12;;;;;;;;;;;;;1;;1;;;;;;;4;;;3;;;;4;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;23;;;;;;;1;1;;37;;3;;50;;;;;;;36;242;;;;;;2;;;;;;;;;1;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;1;;;;;
8267.2;435006;119490;568;12;;1;;;53;1;;;;;2;;2;;;1;;;1;;1;2;;;29;;1;;;;;;;;;;;;;1;;;;1;1;;2;;;10;;;;;;;;;1;;;;;;;5;2;3;5;;;;;;;;;;;;1;;27;;;;;;;;;;39;;;;31;;;1;;;;25;280;;;;;1;;;;;;;;;;2;;;;;;;;;19;3;;;;1;;;;;;;;;;;;;;;1;;;;;;
8275.5;435007;119749;610;8;;;;;75;;;;;;1;;;;;;;;1;;;1;;;29;;1;;;;;;2;;;;;3;;2;;;;;;;1;;;6;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;32;;;;;;;;2;;24;;3;;33;1;;;;;;38;323;1;;;;;;;;;;;;;;;;;;;;;1;;19;;;;;;;;;;;;;;;;;;;;;;;;;;
8280.3;435008;119825;698;12;1;;;;148;;;;;;1;;1;;;1;;;;;;3;;;25;;;;;;;1;;;;;;3;1;1;;;;;;;2;;;10;;;;1;;;;;5;;;;;;;3;;4;13;;;;;;;;;;;;;;33;;;;;;;;;;46;1;6;;20;;1;;;;;31;304;;;;;;2;1;;;;;;;;;;;;;;;2;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
8286.5;435009;120055;662;17;1;;;;69;1;;;;;4;;2;;;;;;1;;;1;;;32;;;;;;;;;1;;;1;;1;2;;;;;;;4;;;6;;;;2;;;;;3;;;;;;;2;5;3;7;;;;;;;;;;;;2;;39;;;;;;;1;;;42;1;4;;36;;;;;;;19;339;;;;;;1;;;;;;;;;1;;;;1;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;
8295;435010;120454;508;13;1;;;;58;;;;;;;;;;;1;;;1;;;2;;;23;;;;;;;;;;;;;4;1;1;;;;;;;2;;;5;;;;;;;;;2;;;;;;;3;2;1;;;;;;;;;;;;;3;;50;;;;;;;2;;;16;;3;;29;;;1;;;;23;236;;;;;;;;;;;;;;;;;;;;;;1;;23;;;;;;;1;;;;;;;;;;;;;;;;;;;
8303;435011;120760;494;41;2;;;;17;;;;;;1;;;;;1;;;;;;2;;;38;1;;;;;;;2;1;;;;6;1;2;;;;;;;2;;;8;;;;2;;;;;3;;;;;;;;;;4;;;;;;;;;;;;;;36;;;;;;;;4;;20;;3;;16;;;;;;;20;234;;;;;1;;;2;;;;1;;;1;;;;;;;;;20;1;;;;;;1;;;;;;;;;;;;;;;;;;;
8306;435012;120897;540;31;1;;;;3;1;;;;;1;;1;1;;3;;;1;;;2;;;48;;;;;;;;1;1;;;;11;1;3;;;;;1;;4;;;3;;;;5;;;;;2;;;;;;1;2;;;;1;;;;;;;;;;;;;60;;;;;;;1;2;;9;2;1;;29;;;1;;;;40;235;;;;;;;1;;;;;;;;1;;;;;;;1;;26;1;;;;;;1;;;;;;;;;;;;;;;;;;;
8323.5;435013;121524;438;15;;;;;1;;;;;;2;;1;;;3;;;2;;;1;;;22;;;;;;;;2;;;;;1;;2;;;;;1;;5;;;5;;;;3;;;;;1;;;;;;;3;;2;1;;;;;;;;;;;;4;;42;;;;;;;3;1;;10;1;3;;35;;;;;;;10;235;;;;;;1;;;;;;;;;3;;;;;;;1;;13;2;;;;;;;;;;;;;;1;;;;;;;;;;;
8335.5;435014;121524.1;433;10;;;;;;;;;;;2;;;;;;;;;;;1;;;33;;;;;;;;1;;;;;6;1;3;;;;;;;2;;;6;;;;1;;;;;;;;;;;;3;;2;1;;;;;;;;;;;;2;;46;;;;;;;1;;;6;;2;;43;;;;;;;24;223;;;;;;2;;;;;;2;;;;;;;1;;;1;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
8343.5;435015;121524.2;506;11;1;;;;2;;;;;;5;;2;;;;;;5;;;1;;;47;;;;;;;;;;;;;2;2;2;;;;1;;;3;;;10;;;;5;;;;;3;;;;;;;5;;3;3;;;;;;;;;;;;4;;64;;;;;;;;;;13;1;3;;32;;;1;;;;33;222;1;;;;;;;1;;1;;;;;1;;;;;;;;;12;1;;1;;2;;;;;;;;;;;;;;;;;;;;;
8355.5;435016;121621;518;16;1;;;;1;;;;;;2;;;;;1;;;2;;;;;;56;;;;;;;;3;;;;;6;;5;;;;;;;3;;;10;;;;2;;;;;2;;;;;6;;3;;4;1;;;;;;;;;;;;4;;49;;;;;;;;;;15;3;2;;21;;;1;;;;23;253;;;;;1;2;;;;;;;;;;;;;;;;4;;12;3;;;;;;1;;;;;;;;;;;;;;;;;;;
8368;435017;121906;362;6;;;;;1;;;;;;1;;1;;;1;;;3;;;1;;;33;;;;;;;;2;1;;;;2;;2;;;;1;;;;;;6;;;;2;;;;;;;;;;8;;3;10;9;;;;;;;;;;;;;;;25;;;;;;;;;;4;;;;13;;;;;;;48;168;;;;;;;;;;;;;;;1;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
8373.9;435018;122043;551;;1;;;;2;;;;;;3;;;1;;;;;;;;;;;39;;;;;;;;3;;;;;6;3;2;;;;;;;2;;;5;;;;9;;;;;4;;;;;3;;4;;6;5;;;;;;;;;;;;1;;50;;;;;;;;;;9;1;2;;42;;;;;;;20;311;;;;;1;2;;;;;1;;;;;;;;;;;;;11;1;;;;;;1;;;;;;;;;;;;;;;;;;;
8394.5;435019;122562;544;1;1;1;;;3;;;;;;5;;;;;;;;3;;;1;;;35;;;;;;;;1;;;;;5;3;3;;;;;;;5;;;8;;;;;;;1;;;1;;;;18;;1;;1;2;;;;;;;;;;;;5;;27;;;;;;;4;;;6;4;3;;51;;;;;;;26;300;;;;;;2;;2;;;;;;;1;;;;;;;2;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
8404.6;435020;122894;610;1;;;;;2;1;;;;;5;;1;;;3;;;1;;;;;;38;1;;;;;;;;1;;;;14;;4;;;;;;;1;;;6;;;;1;;;;;;;;;;;;1;;6;3;;;;;;;;;;;;9;;79;;;;;;;9;;;11;;;;44;;;;;;;26;319;;;;;;;;;;;;;;;2;;;;;;;1;;17;3;;;;;;;;;;;;;;;;;;;;;;;;;
8412;435021;123066;464;;;;;;1;;;;;;4;;;;;;;;3;;;1;;;20;;;;;;;;;;;;;2;;2;;;;;;;3;;;3;;;;3;;;;;1;;;;;1;;4;;2;7;;;;;;;;;;;;3;;74;;;;;;;;;;5;;;;40;;;2;;;;18;248;;;;;;3;;1;;;;;;;1;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
8416.5;435022;123231;471;1;1;;;;4;1;;;;;3;;;;;;;;1;;;2;;;24;1;;;;;;;1;;;;;9;1;2;;;;1;;;5;;;5;;;;2;;;;;;;;;;7;;1;;2;4;;;;;;;;;;;;7;;33;;;;;;;3;;;3;;1;;57;;;;;;;21;253;;;;;;1;;2;;;;;;;2;;;;;;;2;;7;1;;;;;;;;;;;;;;;;;;;;;;;;;
8422.5;435023;123307;526;2;1;;;;1;4;;;;;;;2;;;1;;;3;;;;;;8;1;;;;;;;;;;;;13;1;3;;;;;;;2;;;3;;;;6;;;;;1;;;;;;;2;;3;;;;;;;;1;;;;;4;;27;;;;;;;1;1;;4;;;;107;;;;;;;21;279;;;;;1;1;;1;;;;;;;1;;;;;;;1;;19;;;;;;;;;;;;;;;;;;;;;;;;;;
8423;435024;123428;522;;;;;;2;1;;;;;4;;;;;;;;3;;;1;;;16;1;1;;;;;;2;;;;;6;1;3;;;;;;;3;;;4;;;;6;;;1;;;;;;;1;;4;;2;4;;;;;;;;;;;;8;;42;;;;;;;;;;6;2;1;;77;;;1;;;;14;284;;;;;;2;;3;;;1;7;;;2;;;;;;;1;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;
8425;435025;123513;573;;;;;;2;;;;;;4;;1;;;1;;;2;;;;;;14;1;;;;;;;1;2;;;;8;3;4;;;;;;;1;;;5;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;4;;34;;;;;;;12;;;6;2;2;;98;;;1;;;;26;307;;;;;;1;;1;;;;;;;1;;;;;1;;;;24;;;1;;;;;;;;;;;;;;;;;;;;;;;
8428.3;435026;123666;578;;1;3;;;2;2;;;;;3;;2;1;;;;;2;;;1;;;19;;;;;;;;2;;;;;11;;12;;;;;1;;4;;;7;;;;8;;;;;;1;;;;;1;3;;3;3;;;;;;;;;;;1;7;;45;;;;;;;1;;;5;3;6;;89;;;2;;;;32;262;1;;;;3;3;;5;;;;;;;3;;;;;;;1;;16;1;;;;;;;;;;;;;;;;;;;;;;;;;
8432.1;435027;123770;449;1;1;;;;2;6;;;;;3;;;;;6;;;1;;;;;;18;;;;;;;;2;;;;;12;;15;;;;;;;3;;;3;;;;;;;1;;1;;;;;;;2;;6;;;;;;;;;;;;;3;;23;;;;;;;1;;;5;3;;;79;;;;;;;14;219;;;;;;3;;;;;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;
8434.1;435028;123846;503;5;;;;;1;2;;;;;4;;2;;;;;;;;;;;;22;;;;;;;;2;1;;;;11;2;7;;;;;;;1;;;6;;;;6;;;;;1;;;;;4;;2;;4;2;;;;;;;;;;;;6;;21;;;;;;;;;;10;2;3;;105;;;;;;;10;239;1;;;;2;;;1;;;;;;;1;;;;;;;2;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
8443.2;435029;124069;500;;;;;;1;;;;;;8;;2;;;3;;;6;;;;;;20;1;;;;;;;3;;;;;4;3;13;;;;;;;5;;;6;;;;10;;;;;;;;;;;;4;;11;6;;;;;;;;;;;;9;;25;;;;;;;;;;4;;1;;101;;;1;;;;2;227;;;;;1;6;;;;;;1;;;;;;;;;;1;;12;2;;;;1;;;;;;;;;;;;;;;;;;;;;
8445.2;435030;124103;692;;3;1;;;5;;;;;;1;;4;;;;;;4;;;;;;29;;;;;;;;3;2;;;;15;1;8;;;;;;;5;;;2;;;;7;;;;;1;;;;;1;;5;;5;4;;;;;;;;;;;;8;;28;;;;;;;4;;;6;7;5;;145;;;;;;;23;317;2;;;;1;8;1;;;1;;;;;2;;;;1;;;1;;26;;;;;;;;;;;;;;;;;;;;;;;;;;
8454.3;435031;124194;555;;;;;;6;2;;;;;2;;1;4;;1;;;3;;;;;;21;2;;;;;;;2;1;;;;4;;9;;;;;;;2;;;3;;;;5;;;;;1;;;;;5;;7;;6;4;;;;;;;;;;;;9;;29;;;;;;;3;;;2;3;1;;136;;;;;;;15;219;2;;;;1;13;;;;;1;;;;4;;;;;;;2;;23;;;1;;;;;;;;;;;;;;;;;;;;;;;
8456.3;435032;124214;518;;2;1;;;3;7;;;;;5;;6;;;;;;7;;;1;;;18;1;;;;;;;8;3;;;;11;3;11;;;;;;;2;;;4;;;;;;;;;1;;;;;1;;2;;8;6;;;;;;;;;;;;4;;27;;;;;;;3;1;;4;;1;;129;;;;;;;16;183;;;;;;4;;1;;;;1;;;1;;;1;;;;1;;28;;;2;;;;;;;;;;;;;;;;;;;;;;;
8458.3;435033;124278;710;1;4;;;;2;8;;;;;7;;;;;;;1;3;;;;;;31;1;;;;;;;3;1;;;;16;1;13;;;;;;;9;;;4;;;;10;;;;1;1;;;;;1;;3;;2;3;;;;;;;;;;;;8;;44;;;;;;;9;;;8;4;5;;175;;;;;;;26;262;;;;;;6;;3;;;;;;;;;;;;1;;2;;28;;;2;;;;;;;;1;;;;;;;;;;;;;;;
8460;435034;124286;414;;;;;;2;3;;;;;5;;6;;;4;;;3;;;;;;9;;;;;;;;4;1;;;;5;1;5;;;;;;;2;;;2;;;;5;;;;;;;;;;;;3;;7;4;;;;;;;1;;;;;5;1;20;;;;;;;6;;;4;1;1;;99;;;;;;;36;153;2;;;;1;2;1;;;;;;;;;;;2;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
8461.4;435035;124327;544;;1;1;;;1;3;;;;;8;;4;;;3;;;4;;;;;;12;4;;;;;;;2;;;;;8;2;8;;;;;;;;;;3;;;;3;;;1;;;;;;;1;;11;;4;3;;;;;;;;;;;;2;;21;;;;;;;1;;;2;6;1;;170;;;1;;;;17;191;;;;;;7;2;2;;;1;;;;;;;;;;;3;;20;7;;;;;;;;;;;1;;;;;;;;2;;;;;;
8475.6;435036;124336;471;;;;;;2;3;;;;;6;;6;2;;2;;;4;;;;;;11;2;;;;;;;2;;;;;8;2;9;;;;;;;2;;;5;;;;;;;;;;;;;;2;1;5;2;8;4;;;;;;;;;;;;3;;28;;;;;;;5;;;3;7;2;;125;;;;;;;25;169;;;;;;3;;;;;;;;;;;;;;;;4;;9;;;;;;;;;;;;;;;;;;;;;;;;;;
8497.1;435037;124385;468;;;;;;;;;;;;10;;5;;;1;;;1;;;;;;14;1;;;;;;;3;;;;;2;4;9;;;;;;;4;;;3;;;;3;;;;;;;;;;1;;15;;10;5;;;;;;;;;;;;2;;25;;;;;;;4;;;3;3;2;;133;;;1;;;;7;177;;;;;;2;;1;;;;;;;1;;;;;;;;;14;1;;;;;;;;;;;;;;;;;;;1;;;;;;
8500.1;435038;124418;471;2;3;;;;2;3;;;;;2;;2;1;;1;;1;7;;;;;1;9;;;;;;;;2;;;;;2;;13;;;;;;;7;;;1;;;;9;;;;;;;;;;;;5;;8;;;;;;;;;;;;;5;;36;;;;;;;2;;;10;5;2;;78;;;1;;;;12;205;;;;;;4;;;;;;3;;;1;;;;1;;;1;;23;;;;;;;;;;;;;;;1;;;;;;;;;;;
8505.2;435039;124450;546;;1;;;;1;5;;;;;4;;3;2;;;;;11;;;;;;14;1;1;;;;;;4;2;;;;13;2;7;;;;;;;5;;;2;;;;7;;;;;;6;;;;2;;8;;13;7;;;;;;;;;;;;4;;33;;;;;;;;;;7;6;2;;120;;;;;;;12;204;;;;;2;5;;3;;1;;7;;;3;;;;;;;1;;13;;;;;1;;;;;;;;;;;;;1;;;;;;;;
